annee;sex;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104; 105 ou +
2007;F;376155;369068;366233;366682;370052;378283;383242;370058;368124;360365;366254;364435;356455;355042;373190;379298;386993;393571;396956;395776;399079;391365;383456;376811;398591;401897;406391;382481;374064;379571;371354;383586;408150;433719;446135;446166;437732;434238;432275;433049;446731;447456;454896;451750;437454;440281;438541;438904;431411;430271;429649;426469;425833;419951;427488;417299;434529;428765;427968;421848;401195;303233;299490;291353;272722;245536;258423;275839;273176;270973;275597;274182;280477;274204;283942;277236;278103;259537;255590;245109;238634;229240;214763;204409;193299;184717;170736;93230;73651;58580;47049;49057;63215;50897;40267;28950;22485;15494;10822;6783;4648;2770;1675;1101;643;792
2008;F;370999;377964;370514;369320;369931;371730;380205;385416;372354;369437;362215;367767;365864;357931;355972;374565;383566;390348;394686;396588;393540;394617;388978;382766;375185;398442;401577;407663;384615;376623;382235;373578;385706;410815;435602;447651;447089;440446;435545;434158;433584;447531;447886;455093;450863;437010;439712;438294;438273;430502;429786;429337;426072;425281;418928;427037;416283;434488;428273;426397;420520;399103;302309;298336;289990;270917;243828;256152;274162;271551;268468;273147;271057;275874;269332;278868;271550;271809;253304;248465;236809;230238;219890;205006;193168;180830;170982;156631;84425;66062;51777;40760;41995;52933;41427;32127;22683;17290;11316;7746;4761;3221;1852;1003;693;919
2009;F;375707;373136;379643;373337;371398;372599;374388;381640;387668;373509;370506;364216;369666;368150;358828;358139;379082;387558;391201;394371;393754;389756;392075;387788;382099;374567;398905;404175;409222;386807;378976;385110;374783;387734;412291;437184;449905;449489;441764;436223;435157;434339;446582;447697;455944;451139;437421;439300;436868;437082;429880;428262;427785;425505;424537;417617;425906;415293;433376;426935;425059;416547;396223;300359;296877;287961;269321;241907;254554;271399;269494;265184;269769;267381;272299;265647;273433;265641;265737;246624;239984;228385;220304;209793;194203;181582;168579;157403;141955;75656;58056;44978;34846;34867;43305;33064;24857;17186;12675;7974;5323;3149;1969;1109;663;1020
2010;F;376013;377672;374296;382083;376120;373447;374353;376001;383776;389857;374496;372128;365567;371338;369763;360876;363964;382828;388382;391023;391945;390223;386044;390034;386266;382868;375467;400115;405981;410905;389351;381016;387193;376795;389737;413518;438887;451309;450019;442734;436933;436319;433479;445772;446652;455899;449885;436647;439058;436044;435614;428305;427642;426368;424236;422634;415304;424898;414392;430955;424147;423082;413926;394313;298497;294225;285698;266322;240133;252384;269272;266725;262219;265639;263583;268383;260846;267814;259904;258477;239257;230687;218789;209817;198374;182087;168682;155248;142617;126947;66538;50296;38437;29261;28480;34645;25583;18698;12733;9008;5603;3547;1966;1291;656;1023
2011;F;379501;376561;378977;376414;384687;377089;375415;375710;377496;385398;392714;375007;373066;367170;372634;370985;363676;366044;383360;386838;388639;386000;387232;383433;388667;385505;385269;376728;402755;409114;413383;391376;383961;389271;379006;391241;414697;439945;452530;451300;443277;437725;436041;433652;445320;446784;455984;449204;435867;437650;436015;434682;426350;426069;424409;422569;421355;414042;423566;412591;429089;421837;419864;411429;392244;296598;291743;284036;263899;238325;250401;265655;263665;259310;262107;259621;263820;255406;261670;252846;251146;230745;221334;208748;198883;187120;169726;156017;141749;128099;112797;57647;43103;32265;24145;22708;27227;19334;13866;9258;6321;3703;2255;1201;785;1023
2012;F;374595;381379;378930;382020;380497;387577;380532;378783;378001;379773;386578;395233;376445;374630;368272;374743;372879;363085;359429;375932;380067;384862;384410;386559;383342;389411;386657;387132;379871;406235;411461;416713;394712;387257;391116;381405;393003;416377;442848;453816;450708;444021;438018;436821;434352;445328;446747;454952;449569;435359;437532;435576;435177;425020;425634;423443;421461;420781;413171;422204;410881;427300;420278;417431;409729;390904;295142;290797;282726;261553;236431;247699;261955;260259;256751;258121;255574;258527;249445;256006;245178;242010;221133;210850;197744;187184;174578;156359;142441;127468;113170;97806;49316;36023;26598;19367;17756;20782;14395;10047;6481;4331;2421;1487;780;1146
2013;F;369602;375114;382944;381590;384926;383514;390411;382710;381382;379410;381671;388885;396482;377391;377247;370091;375894;373622;361983;358319;373857;377815;382760;382280;385377;383171;390842;387990;389244;383171;408870;414942;419441;397722;390597;392347;383428;395598;418010;444062;454360;452020;443039;438450;437251;434297;444905;446336;454419;449502;434133;436808;434432;434209;424359;424782;422681;420082;420095;412088;420220;409350;424876;419054;415938;407959;389153;293368;288469;280776;260131;234084;245572;258944;256595;253158;253710;250739;253835;243587;248702;237425;232529;211679;199943;186262;174244;160934;142550;128206;113037;98423;83170;41250;28905;21084;14934;13197;15278;10215;6838;4380;2729;1490;829;1145
2014;F;363618;371099;376995;386494;384061;388577;385535;392914;384660;383828;381648;383543;391059;398020;379384;379373;371525;376034;371835;361157;356290;371243;376011;380903;381788;386017;384607;393494;391233;391948;386931;411925;416965;422681;400421;392900;394372;386041;396963;418886;445776;454093;451734;443275;438715;437626;434723;445371;446914;454492;448965;433375;436020;434332;434152;424497;424967;422155;419605;419158;411025;418103;408325;423696;417123;413789;407332;387788;291719;286193;278891;257458;231308;242753;255645;253074;249662;250078;245902;248021;236470;240749;229391;223008;201488;189520;174076;161715;147698;128474;113601;98750;84059;70013;33826;23064;16367;11146;9650;10872;7080;4554;2856;1797;874;1128
2015;F;363284;364843;371965;379606;390146;386870;390527;388045;395685;386633;386448;384050;384728;392454;399712;381531;381335;371850;375854;369456;358113;353569;368634;372915;379468;381913;385623;387680;396510;395359;394828;391038;415007;419663;425616;403082;394750;396111;388019;398248;420190;445975;454355;451595;443356;438429;437055;435288;445068;446328;452879;447856;432147;433850;433822;433361;423664;423483;421418;419195;417867;409981;415810;406119;421895;415406;411124;404792;384174;289819;283792;276744;255229;229141;240148;251415;248812;244820;245451;240048;241374;229616;231904;220001;212889;190125;178160;161250;148225;133516;115042;100016;85428;71552;57879;27572;18315;12527;8178;6981;7673;4881;3031;1774;1170;1287
2016;F;353783;364380;366290;374902;382623;393311;389135;392929;390498;397630;388881;388654;385585;386018;394557;401742;383031;381730;370831;374414;367078;355578;351409;366273;371872;379666;382748;387997;390490;399884;398465;398386;393641;417998;422677;427684;405027;397073;397804;389153;399501;420649;445665;454535;451846;443407;438269;437302;435230;444922;445244;451964;446857;431128;433405;433333;432867;422571;422861;420624;417699;416322;408131;414274;404412;419940;413666;408873;401802;381410;287767;281128;274042;252332;226316;236580;247342;244427;240271;239913;233401;234127;221178;222571;209527;201335;177931;164889;147476;133731;118441;100446;85533;72076;58334;46133;21352;13730;9048;5767;4636;5083;3090;1852;1065;1498
2017;F;345976;354871;365820;369235;377922;385780;395580;391547;395375;392445;399882;391074;390193;386891;388122;396583;403259;383431;380719;369407;372025;364566;353405;349048;365220;372068;380504;385102;390795;393869;402962;402018;400990;396626;421001;424733;429641;407361;398782;398948;390380;400024;420407;445899;454796;451840;443247;438575;437238;435102;443858;444438;450972;445849;430818;432951;432964;431690;421921;422014;419106;416087;414377;406637;412500;402418;418113;411309;405831;399071;378629;285004;278420;271005;249227;223060;233055;243117;239848;234804;233311;226494;225916;212219;212310;198188;188979;165064;151374;133321;119071;103806;86340;72324;59421;46668;36023;16177;9971;6485;3969;3045;3253;1854;1116;1610
2018;F;337813;347063;356319;368772;372249;381085;388049;397994;394003;397329;394701;402077;392611;391481;389003;390167;398105;403659;382409;379290;367038;369511;362388;351053;348020;365415;372913;382871;387907;394190;396975;406517;404651;404002;399614;423055;426690;431979;409045;399911;400210;390886;399749;420689;446198;454847;451678;443533;438594;437116;434111;443032;443424;449942;445499;430343;432514;431835;431018;421113;420503;417500;414060;412868;404898;410603;400599;415799;408186;402917;396068;375091;282287;275392;267642;245753;219626;229202;238649;234550;228440;226595;218734;217178;202652;201435;186130;175645;151361;136985;118540;104298;88987;72702;59169;47448;36021;27003;11706;6859;4340;2635;1906;1902;1054;1642
